Avg_players;Gain;Peak_Players;Date;Game_Name
36127.13;-2386.25;54493;2021-04-01;Wallpaper Engine
38513.38;-2928.06;58083;2021-03-01;Wallpaper Engine
41441.43;-3206.42;60437;2021-02-01;Wallpaper Engine
44647.85;4077.52;65041;2021-01-01;Wallpaper Engine
40570.33;4512.71;61970;2020-12-01;Wallpaper Engine
36057.62;3564.18;66361;2020-11-01;Wallpaper Engine
32493.44;-1451.05;50092;2020-10-01;Wallpaper Engine
33944.49;-1484.94;54924;2020-09-01;Wallpaper Engine
35429.43;1932.02;55155;2020-08-01;Wallpaper Engine
33497.4;3324.22;50684;2020-07-01;Wallpaper Engine
30173.18;478.78;43641;2020-06-01;Wallpaper Engine
29694.4;2417.06;47845;2020-05-01;Wallpaper Engine
27277.34;2320.09;43257;2020-04-01;Wallpaper Engine
24957.25;4514.03;37293;2020-03-01;Wallpaper Engine
20443.22;3442.67;30645;2020-02-01;Wallpaper Engine
17000.55;1705.76;25694;2020-01-01;Wallpaper Engine
15294.79;1662.29;24959;2019-12-01;Wallpaper Engine
13632.5;792.74;21292;2019-11-01;Wallpaper Engine
12839.75;58.62;22241;2019-10-01;Wallpaper Engine
12781.13;498.81;20262;2019-09-01;Wallpaper Engine
12282.33;800.88;17325;2019-08-01;Wallpaper Engine
11481.45;607.08;15683;2019-07-01;Wallpaper Engine
10874.37;342.51;17022;2019-06-01;Wallpaper Engine
10531.86;304.76;15353;2019-05-01;Wallpaper Engine
10227.09;783.63;15770;2019-04-01;Wallpaper Engine
9443.47;-70.05;14369;2019-03-01;Wallpaper Engine
9513.52;-517.09;13241;2019-02-01;Wallpaper Engine
10030.61;674.06;13634;2019-01-01;Wallpaper Engine
9356.55;408.02;13288;2018-12-01;Wallpaper Engine
8948.53;1229.68;13155;2018-11-01;Wallpaper Engine
7718.85;-43.87;11420;2018-10-01;Wallpaper Engine
7762.73;-44.08;11882;2018-09-01;Wallpaper Engine
7806.81;-228.26;11536;2018-08-01;Wallpaper Engine
8035.07;337.25;11980;2018-07-01;Wallpaper Engine
7697.82;77.01;12434;2018-06-01;Wallpaper Engine
7620.81;-100.78;12961;2018-05-01;Wallpaper Engine
7721.59;368.09;12474;2018-04-01;Wallpaper Engine
7353.5;569.78;13702;2018-03-01;Wallpaper Engine
6783.73;-392.8;9481;2018-02-01;Wallpaper Engine
7176.52;324.97;11641;2018-01-01;Wallpaper Engine
6851.55;748.27;11397;2017-12-01;Wallpaper Engine
6103.28;182.75;10661;2017-11-01;Wallpaper Engine
5920.53;-60.58;9332;2017-10-01;Wallpaper Engine
5981.11;484.88;10332;2017-09-01;Wallpaper Engine
5496.23;-569.69;8443;2017-08-01;Wallpaper Engine
6065.92;-773.21;10634;2017-07-01;Wallpaper Engine
6839.14;127.93;12452;2017-06-01;Wallpaper Engine
6711.2;-232.37;11672;2017-05-01;Wallpaper Engine
6943.57;-1990.99;11941;2017-04-01;Wallpaper Engine
8934.56;750.01;16935;2017-03-01;Wallpaper Engine
8184.55;789.38;20378;2017-02-01;Wallpaper Engine
7395.17;5876.43;15919;2017-01-01;Wallpaper Engine
1518.74;1474.41;15732;2016-12-01;Wallpaper Engine
44.33;0.09;92;2016-11-01;Wallpaper Engine
44.24;44.11;194;2016-10-01;Wallpaper Engine
0.13;;2;2016-09-01;Wallpaper Engine
69502.99;-13829.21;122359;2021-09-01;Rust
83332.2;-9491.59;155634;2021-08-01;Rust
92823.79;13482.28;147757;2021-07-01;Rust
79341.51;2470.9;133566;2021-06-01;Rust
76870.61;-719.63;144083;2021-05-01;Rust
77590.25;-8779.57;147933;2021-04-01;Rust
86369.82;-31372.45;167088;2021-03-01;Rust
117742.27;-24374.98;224276;2021-02-01;Rust
142117.25;80945.6;244394;2021-01-01;Rust
61171.65;5763.61;97445;2020-12-01;Rust
55408.03;6857.23;101365;2020-11-01;Rust
48550.8;2120.27;80422;2020-10-01;Rust
46430.53;-6857.11;76611;2020-09-01;Rust
53287.65;-4951.07;89147;2020-08-01;Rust
58238.72;7821.0;97741;2020-07-01;Rust
50417.72;-6926.93;93513;2020-06-01;Rust
57344.65;-10159.4;102051;2020-05-01;Rust
67504.05;9062.03;125415;2020-04-01;Rust
58442.03;8366.82;102296;2020-03-01;Rust
50075.2;-1545.19;92016;2020-02-01;Rust
51620.39;2525.55;97340;2020-01-01;Rust
49094.84;5586.88;81928;2019-12-01;Rust
43507.96;-3196.42;74292;2019-11-01;Rust
46704.38;-2931.73;82827;2019-10-01;Rust
49636.12;-8895.12;80293;2019-09-01;Rust
58531.24;-3728.72;88929;2019-08-01;Rust
62259.96;17127.39;93595;2019-07-01;Rust
45132.57;9351.9;81658;2019-06-01;Rust
35780.66;-2420.12;67338;2019-05-01;Rust
38200.78;-2524.51;72544;2019-04-01;Rust
40725.29;-1706.13;77896;2019-03-01;Rust
42431.42;-3769.88;77622;2019-02-01;Rust
46201.3;3579.02;85208;2019-01-01;Rust
42622.28;4915.93;70775;2018-12-01;Rust
37706.36;5886.14;70969;2018-11-01;Rust
31820.22;4501.02;58564;2018-10-01;Rust
27319.2;-4169.08;48430;2018-09-01;Rust
31488.28;-5170.92;53885;2018-08-01;Rust
36659.19;6350.3;65952;2018-07-01;Rust
30308.9;6415.11;54779;2018-06-01;Rust
23893.78;-2153.26;46328;2018-05-01;Rust
26047.04;-3027.77;51233;2018-04-01;Rust
29074.81;-4432.46;57873;2018-03-01;Rust
33507.28;-1161.53;68204;2018-02-01;Rust
34668.81;1694.81;67410;2018-01-01;Rust
32974.0;4826.77;60373;2017-12-01;Rust
28147.23;2386.73;57223;2017-11-01;Rust
25760.5;4165.09;49984;2017-10-01;Rust
21595.41;-3962.61;40577;2017-09-01;Rust
25558.02;-4005.08;43117;2017-08-01;Rust
29563.1;277.67;53425;2017-07-01;Rust
29285.43;3905.15;48228;2017-06-01;Rust
25380.27;-3208.53;46948;2017-05-01;Rust
28588.81;-3850.18;53621;2017-04-01;Rust
32438.98;-3964.56;66194;2017-03-01;Rust
36403.55;2403.64;68103;2017-02-01;Rust
33999.91;5024.99;63843;2017-01-01;Rust
28974.92;6095.72;49147;2016-12-01;Rust
22879.2;-1526.98;47571;2016-11-01;Rust
24406.17;-1863.62;48435;2016-10-01;Rust
26269.79;-4162.74;50680;2016-09-01;Rust
30432.53;-517.22;50364;2016-08-01;Rust
30949.75;5588.78;64555;2016-07-01;Rust
25360.97;-136.91;45791;2016-06-01;Rust
25497.88;-108.06;47100;2016-05-01;Rust
25605.94;-1661.66;49920;2016-04-01;Rust
27267.6;-5126.97;55147;2016-03-01;Rust
32394.57;4747.51;61260;2016-02-01;Rust
27647.06;9173.0;50628;2016-01-01;Rust
18474.06;5412.43;38110;2015-12-01;Rust
13061.63;-44.48;26697;2015-11-01;Rust
13106.11;695.25;24201;2015-10-01;Rust
12410.86;-2459.21;24075;2015-09-01;Rust
14870.06;1052.36;25352;2015-08-01;Rust
13817.71;82.06;22622;2015-07-01;Rust
13735.65;-84.17;27177;2015-06-01;Rust
13819.82;5683.08;25625;2015-05-01;Rust
8136.74;-133.76;16636;2015-04-01;Rust
8270.49;-1102.2;16341;2015-03-01;Rust
9372.69;-1218.37;20267;2015-02-01;Rust
10591.06;4439.66;22303;2015-01-01;Rust
6151.4;767.28;11826;2014-12-01;Rust
5384.12;-988.43;12062;2014-11-01;Rust
6372.55;25.86;12294;2014-10-01;Rust
6346.7;-2393.85;11040;2014-09-01;Rust
8740.55;-1391.93;12764;2014-08-01;Rust
10132.47;-1805.76;15027;2014-07-01;Rust
11938.23;-1212.72;18081;2014-06-01;Rust
13150.96;-4508.02;24306;2014-05-01;Rust
17658.98;-7215.16;31321;2014-04-01;Rust
24874.13;-9879.31;48870;2014-03-01;Rust
34753.45;9878.63;58973;2014-02-01;Rust
24874.82;15669.05;51872;2014-01-01;Rust
9205.77;;22571;2013-12-01;Rust
89845.19;32606.68;147513;2021-09-01;Destiny 2
57238.51;4959.26;177734;2021-08-01;Destiny 2
52279.26;-4610.48;116526;2021-07-01;Destiny 2
56889.73;-13248.02;108306;2021-06-01;Destiny 2
70137.75;24508.58;187504;2021-05-01;Destiny 2
45629.18;-7721.43;95209;2021-04-01;Destiny 2
53350.61;-6043.44;87476;2021-03-01;Destiny 2
59394.05;14529.12;131640;2021-02-01;Destiny 2
44864.92;-22135.76;79290;2021-01-01;Destiny 2
67000.69;-32899.28;139723;2020-12-01;Destiny 2
99899.97;49090.57;241843;2020-11-01;Destiny 2
50809.4;-2503.01;93741;2020-10-01;Destiny 2
53312.41;-10951.33;97247;2020-09-01;Destiny 2
64263.74;-4176.01;122520;2020-08-01;Destiny 2
68439.75;-9110.48;122236;2020-07-01;Destiny 2
77550.23;25712.82;213681;2020-06-01;Destiny 2
51837.42;-14382.23;76476;2020-05-01;Destiny 2
66219.64;-11351.75;100645;2020-04-01;Destiny 2
77571.4;14522.77;117425;2020-03-01;Destiny 2
63048.62;-2906.48;93065;2020-02-01;Destiny 2
65955.1;-26215.88;108724;2020-01-01;Destiny 2
92170.98;-15784.79;138593;2019-12-01;Destiny 2
107955.77;-57352.05;195407;2019-11-01;Destiny 2
165307.82;;292314;2019-10-01;Destiny 2
46968.35;-3785.16;82680;2021-09-01;Warframe
50753.51;-861.27;74329;2021-08-01;Warframe
51614.78;11992.53;181509;2021-07-01;Warframe
39622.26;-7061.59;69028;2021-06-01;Warframe
46683.85;267.46;77193;2021-05-01;Warframe
46416.38;3464.79;79251;2021-04-01;Warframe
42951.59;3741.63;83221;2021-03-01;Warframe
39209.96;3085.81;61032;2021-02-01;Warframe
36124.14;134.09;60019;2021-01-01;Warframe
35990.05;-3923.97;70305;2020-12-01;Warframe
39914.02;-1384.76;68553;2020-11-01;Warframe
41298.79;-15032.09;69891;2020-10-01;Warframe
56330.88;-3298.15;90316;2020-09-01;Warframe
59629.02;20243.88;154246;2020-08-01;Warframe
39385.15;-5445.2;58719;2020-07-01;Warframe
44830.35;-4856.71;81798;2020-06-01;Warframe
49687.06;-6631.71;76165;2020-05-01;Warframe
56318.77;3491.4;94162;2020-04-01;Warframe
52827.37;11892.49;88215;2020-03-01;Warframe
40934.88;4670.8;70798;2020-02-01;Warframe
36264.08;-10878.94;59186;2020-01-01;Warframe
47143.02;1050.29;84081;2019-12-01;Warframe
46092.73;11693.86;87616;2019-11-01;Warframe
34398.86;-8083.36;60931;2019-10-01;Warframe
42482.22;-10713.34;80466;2019-09-01;Warframe
53195.56;-2706.68;96262;2019-08-01;Warframe
55902.24;13228.98;94907;2019-07-01;Warframe
42673.26;-7907.43;74255;2019-06-01;Warframe
50580.69;-5993.82;97068;2019-05-01;Warframe
56574.51;-6225.98;107898;2019-04-01;Warframe
62800.49;16576.23;115102;2019-03-01;Warframe
46224.26;-6530.25;74472;2019-02-01;Warframe
52754.51;-973.04;82266;2019-01-01;Warframe
53727.55;-7758.99;89029;2018-12-01;Warframe
61486.55;11768.29;131766;2018-11-01;Warframe
49718.26;-2076.0;99735;2018-10-01;Warframe
51794.26;-17097.44;86984;2018-09-01;Warframe
68891.69;-7703.22;107100;2018-08-01;Warframe
76594.91;19971.45;118191;2018-07-01;Warframe
56623.46;13680.6;129002;2018-06-01;Warframe
42942.86;-7399.31;73097;2018-05-01;Warframe
50342.17;2251.24;85227;2018-04-01;Warframe
48090.92;-944.53;81338;2018-03-01;Warframe
49035.45;3857.89;82384;2018-02-01;Warframe
45177.56;-6202.41;69002;2018-01-01;Warframe
51379.97;-5120.47;76564;2017-12-01;Warframe
56500.44;-5408.38;102965;2017-11-01;Warframe
61908.82;24880.71;121377;2017-10-01;Warframe
37028.11;-2939.28;58608;2017-09-01;Warframe
39967.39;965.21;55743;2017-08-01;Warframe
39002.18;13100.15;58314;2017-07-01;Warframe
25902.03;-1879.21;51423;2017-06-01;Warframe
27781.24;-2795.16;47732;2017-05-01;Warframe
30576.4;-147.26;50822;2017-04-01;Warframe
30723.66;2325.41;69526;2017-03-01;Warframe
28398.25;-3336.65;45309;2017-02-01;Warframe
31734.9;-1943.55;47134;2017-01-01;Warframe
33678.45;3861.26;56812;2016-12-01;Warframe
29817.19;8928.58;68530;2016-11-01;Warframe
20888.62;-1887.31;34094;2016-10-01;Warframe
22775.92;-3772.49;39037;2016-09-01;Warframe
26548.41;-1977.75;46268;2016-08-01;Warframe
28526.17;2199.23;61417;2016-07-01;Warframe
26326.93;-271.05;41739;2016-06-01;Warframe
26597.98;-547.56;44091;2016-05-01;Warframe
27145.55;-6602.0;47242;2016-04-01;Warframe
33747.55;1838.3;66308;2016-03-01;Warframe
31909.25;1199.69;49683;2016-02-01;Warframe
30709.56;-2544.25;50177;2016-01-01;Warframe
33253.8;11920.4;58502;2015-12-01;Warframe
21333.4;-6380.24;37303;2015-11-01;Warframe
27713.64;5645.86;48901;2015-10-01;Warframe
22067.78;-7092.23;38904;2015-09-01;Warframe
29160.01;9223.72;44908;2015-08-01;Warframe
19936.29;1570.03;49829;2015-07-01;Warframe
18366.27;-2564.27;29209;2015-06-01;Warframe
20930.54;-1167.12;37595;2015-05-01;Warframe
22097.66;864.32;40497;2015-04-01;Warframe
21233.34;2854.61;42816;2015-03-01;Warframe
18378.74;459.19;28376;2015-02-01;Warframe
17919.54;-1456.78;28400;2015-01-01;Warframe
19376.33;2479.55;29349;2014-12-01;Warframe
16896.78;1159.8;32800;2014-11-01;Warframe
15736.98;-66.18;34785;2014-10-01;Warframe
15803.16;-662.9;25841;2014-09-01;Warframe
16466.05;1243.7;28233;2014-08-01;Warframe
15222.36;3073.45;31766;2014-07-01;Warframe
12148.9;539.89;19939;2014-06-01;Warframe
11609.02;-2763.5;19536;2014-05-01;Warframe
14372.52;1993.52;26848;2014-04-01;Warframe
12379.0;-1273.85;21193;2014-03-01;Warframe
13652.84;1992.0;21380;2014-02-01;Warframe
11660.84;545.15;16929;2014-01-01;Warframe
11115.69;1894.94;18274;2013-12-01;Warframe
9220.75;283.07;18459;2013-11-01;Warframe
8937.68;-778.95;16381;2013-10-01;Warframe
9716.62;884.84;18941;2013-09-01;Warframe
8831.78;-773.81;14349;2013-08-01;Warframe
9605.6;-1168.82;15714;2013-07-01;Warframe
10774.41;435.88;19554;2013-06-01;Warframe
10338.53;-1991.12;19734;2013-05-01;Warframe
12329.65;10369.52;21157;2013-04-01;Warframe
1960.13;1960.13;19099;2013-03-01;Warframe
0.0;0.0;1;2013-02-01;Warframe
0.0;;0;2013-01-01;Warframe
51913.56;;67806;2021-09-01;Cookie Clicker
51139.69;1233.49;111554;2021-09-01;Tom Clancy's Rainbow Six Seige
49906.2;-3567.82;93643;2021-08-01;Tom Clancy's Rainbow Six Seige
53474.02;-1486.63;89513;2021-07-01;Tom Clancy's Rainbow Six Seige
54960.64;-3313.42;100214;2021-06-01;Tom Clancy's Rainbow Six Seige
58274.07;-16342.34;108281;2021-05-01;Tom Clancy's Rainbow Six Seige
74616.41;-10540.8;142422;2021-04-01;Tom Clancy's Rainbow Six Seige
85157.21;12774.45;199830;2021-03-01;Tom Clancy's Rainbow Six Seige
72382.76;-5334.66;113338;2021-02-01;Tom Clancy's Rainbow Six Seige
77717.42;6995.92;123637;2021-01-01;Tom Clancy's Rainbow Six Seige
70721.5;15414.04;123374;2020-12-01;Tom Clancy's Rainbow Six Seige
55307.46;-7648.75;94968;2020-11-01;Tom Clancy's Rainbow Six Seige
62956.21;-12587.13;114281;2020-10-01;Tom Clancy's Rainbow Six Seige
75543.34;7338.09;163478;2020-09-01;Tom Clancy's Rainbow Six Seige
68205.26;-8073.94;127249;2020-08-01;Tom Clancy's Rainbow Six Seige
76279.2;6078.69;122438;2020-07-01;Tom Clancy's Rainbow Six Seige
70200.51;-9898.8;126733;2020-06-01;Tom Clancy's Rainbow Six Seige
80099.3;-28415.26;146359;2020-05-01;Tom Clancy's Rainbow Six Seige
108514.57;-11363.31;194102;2020-04-01;Tom Clancy's Rainbow Six Seige
119877.88;22210.54;198567;2020-03-01;Tom Clancy's Rainbow Six Seige
97667.34;3481.55;178824;2020-02-01;Tom Clancy's Rainbow Six Seige
94185.78;15957.06;157948;2020-01-01;Tom Clancy's Rainbow Six Seige
78228.73;11729.45;138681;2019-12-01;Tom Clancy's Rainbow Six Seige
66499.28;866.8;123848;2019-11-01;Tom Clancy's Rainbow Six Seige
65632.48;-12290.28;125590;2019-10-01;Tom Clancy's Rainbow Six Seige
77922.76;3966.48;148365;2019-09-01;Tom Clancy's Rainbow Six Seige
73956.28;-3454.79;138827;2019-08-01;Tom Clancy's Rainbow Six Seige
77411.07;-648.27;128458;2019-07-01;Tom Clancy's Rainbow Six Seige
78059.34;18887.25;140274;2019-06-01;Tom Clancy's Rainbow Six Seige
59172.09;-2179.37;115381;2019-05-01;Tom Clancy's Rainbow Six Seige
61351.45;-8236.56;124989;2019-04-01;Tom Clancy's Rainbow Six Seige
69588.02;-3409.64;134776;2019-03-01;Tom Clancy's Rainbow Six Seige
72997.66;-6178.1;136018;2019-02-01;Tom Clancy's Rainbow Six Seige
79175.76;8310.43;137434;2019-01-01;Tom Clancy's Rainbow Six Seige
70865.32;12962.39;129558;2018-12-01;Tom Clancy's Rainbow Six Seige
57902.93;-4525.71;115820;2018-11-01;Tom Clancy's Rainbow Six Seige
62428.64;-11248.23;123794;2018-10-01;Tom Clancy's Rainbow Six Seige
73676.87;-139.52;143866;2018-09-01;Tom Clancy's Rainbow Six Seige
73816.38;5575.38;134159;2018-08-01;Tom Clancy's Rainbow Six Seige
68241.0;1864.2;116054;2018-07-01;Tom Clancy's Rainbow Six Seige
66376.81;3283.99;141630;2018-06-01;Tom Clancy's Rainbow Six Seige
63092.81;-1170.62;142362;2018-05-01;Tom Clancy's Rainbow Six Seige
64263.44;-18848.85;124813;2018-04-01;Tom Clancy's Rainbow Six Seige
83112.29;14316.05;176208;2018-03-01;Tom Clancy's Rainbow Six Seige
68796.24;5321.42;125133;2018-02-01;Tom Clancy's Rainbow Six Seige
63474.82;4063.16;109103;2018-01-01;Tom Clancy's Rainbow Six Seige
59411.66;17927.99;100433;2017-12-01;Tom Clancy's Rainbow Six Seige
41483.67;9864.86;99110;2017-11-01;Tom Clancy's Rainbow Six Seige
31618.81;-4830.06;59895;2017-10-01;Tom Clancy's Rainbow Six Seige
36448.87;2525.69;69988;2017-09-01;Tom Clancy's Rainbow Six Seige
33923.18;5544.54;73641;2017-08-01;Tom Clancy's Rainbow Six Seige
28378.64;4294.92;47328;2017-07-01;Tom Clancy's Rainbow Six Seige
24083.72;279.65;43057;2017-06-01;Tom Clancy's Rainbow Six Seige
23804.07;-1171.88;43606;2017-05-01;Tom Clancy's Rainbow Six Seige
24975.95;-1103.68;47040;2017-04-01;Tom Clancy's Rainbow Six Seige
26079.63;-4488.63;47994;2017-03-01;Tom Clancy's Rainbow Six Seige
30568.27;9861.56;65189;2017-02-01;Tom Clancy's Rainbow Six Seige
20706.7;3529.83;34616;2017-01-01;Tom Clancy's Rainbow Six Seige
17176.87;1821.38;30859;2016-12-01;Tom Clancy's Rainbow Six Seige
15355.49;4763.56;42265;2016-11-01;Tom Clancy's Rainbow Six Seige
10591.93;180.24;19467;2016-10-01;Tom Clancy's Rainbow Six Seige
10411.69;-3559.54;18099;2016-09-01;Tom Clancy's Rainbow Six Seige
13971.23;3116.99;32084;2016-08-01;Tom Clancy's Rainbow Six Seige
10854.23;1851.49;39382;2016-07-01;Tom Clancy's Rainbow Six Seige
9002.74;1933.04;15295;2016-06-01;Tom Clancy's Rainbow Six Seige
7069.7;-573.86;14447;2016-05-01;Tom Clancy's Rainbow Six Seige
7643.56;1518.1;29170;2016-04-01;Tom Clancy's Rainbow Six Seige
6125.46;-3138.02;11234;2016-03-01;Tom Clancy's Rainbow Six Seige
9263.47;-980.81;16044;2016-02-01;Tom Clancy's Rainbow Six Seige
10244.29;2302.84;20006;2016-01-01;Tom Clancy's Rainbow Six Seige
7941.45;;18130;2015-12-01;Tom Clancy's Rainbow Six Seige
44196.05;-4492.35;73590;2021-09-01;Football Manager 2021 
48688.4;2079.12;76226;2021-08-01;Football Manager 2021 
46609.28;2065.0;74698;2021-07-01;Football Manager 2021 
44544.28;-793.62;72023;2021-06-01;Football Manager 2021 
45337.9;-1440.3;74675;2021-05-01;Football Manager 2021 
46778.2;-2355.79;80787;2021-04-01;Football Manager 2021 
49133.99;-4438.39;81527;2021-03-01;Football Manager 2021 
53572.39;-2410.35;91247;2021-02-01;Football Manager 2021 
55982.74;4415.95;93775;2021-01-01;Football Manager 2021 
51566.79;12906.94;89937;2020-12-01;Football Manager 2021 
38659.84;;84149;2020-11-01;Football Manager 2021 
29239.24;-574.96;45922;2021-09-01;PAYDAY 2
29814.2;377.61;52717;2021-08-01;PAYDAY 2
29436.59;-2168.46;55910;2021-07-01;PAYDAY 2
31605.04;-3159.22;54149;2021-06-01;PAYDAY 2
34764.26;3520.43;57332;2021-05-01;PAYDAY 2
31243.83;6676.38;53849;2021-04-01;PAYDAY 2
24567.44;-1597.38;34707;2021-03-01;PAYDAY 2
26164.82;-3036.36;44327;2021-02-01;PAYDAY 2
29201.19;-841.71;54841;2021-01-01;PAYDAY 2
30042.9;-1956.74;56740;2020-12-01;PAYDAY 2
31999.64;2252.7;57837;2020-11-01;PAYDAY 2
29746.94;1251.17;54123;2020-10-01;PAYDAY 2
28495.77;-3223.18;45610;2020-09-01;PAYDAY 2
31718.94;1069.12;46799;2020-08-01;PAYDAY 2
30649.83;1251.36;48473;2020-07-01;PAYDAY 2
29398.47;-5939.69;56703;2020-06-01;PAYDAY 2
35338.15;10018.62;61728;2020-05-01;PAYDAY 2
25319.54;4291.6;39419;2020-04-01;PAYDAY 2
21027.94;2472.53;36273;2020-03-01;PAYDAY 2
18555.42;-1738.67;31830;2020-02-01;PAYDAY 2
20294.08;-3999.36;39376;2020-01-01;PAYDAY 2
24293.44;-4227.38;37817;2019-12-01;PAYDAY 2
28520.82;17154.53;56187;2019-11-01;PAYDAY 2
11366.29;1832.86;27181;2019-10-01;PAYDAY 2
9533.44;-1458.47;15128;2019-09-01;PAYDAY 2
10991.91;-3428.34;17440;2019-08-01;PAYDAY 2
14420.25;4764.16;23207;2019-07-01;PAYDAY 2
9656.1;366.31;18877;2019-06-01;PAYDAY 2
